Timestamp,Pair,Operation,Duration(s)
2025-03-27 15:25:38,AERGO-USDT,db_get_columns,0.003576
2025-03-27 15:25:38,AERGO-USDT,db_get_columns,0.003335
2025-03-27 15:25:38,AERGO-USDT,db_get_columns,0.003994
2025-03-27 15:25:38,AERGO-USDT,fetch_data,0.006054
2025-03-27 15:25:38,AERGO-USDT,fetch_data,0.009235
2025-03-27 15:25:38,AERGO-USDT,fetch_data,0.009053
2025-03-27 15:25:38,ACT-USDT,db_get_columns,0.014793
2025-03-27 15:25:38,ACT-USDT,db_get_columns,0.016881
2025-03-27 15:25:38,ACT-USDT,db_get_columns,0.022725
2025-03-27 15:25:38,ACT-USDT,fetch_data,0.009041
2025-03-27 15:25:38,ADA-USDT,fetch_data,0.087518
2025-03-27 15:25:38,ADA-USDT,fetch_data,0.085824
2025-03-27 15:25:38,ADA-USDT,db_get_columns,0.064981
2025-03-27 15:25:38,AERGO-USDT,fetch_data,0.010967
2025-03-27 15:25:38,AERGO-USDT,db_get_columns,0.065970
2025-03-27 15:25:38,AERGO-USDT,fetch_data,0.006265
2025-03-27 15:25:40,AERGO-USDT,price_action_features,2.038852
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.931888
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.865291
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.737090
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.657184
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.599383
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.507659
2025-03-27 15:25:40,AERGO-USDT,price_action_features,1.447615
2025-03-27 15:25:40,AERGO-USDT,momentum_features,0.528084
2025-03-27 15:25:40,AERGO-USDT,momentum_features,0.528189
2025-03-27 15:25:40,AERGO-USDT,momentum_features,0.401922
2025-03-27 15:25:40,AERGO-USDT,momentum_features,0.400998
2025-03-27 15:25:40,AERGO-USDT,momentum_features,0.511951
2025-03-27 15:25:41,AERGO-USDT,momentum_features,0.419686
2025-03-27 15:25:41,AERGO-USDT,momentum_features,0.396603
2025-03-27 15:25:41,AERGO-USDT,momentum_features,0.390703
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.080654
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.105997
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.107919
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.113319
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.137196
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.120503
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.124361
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.081843
2025-03-27 15:25:41,AERGO-USDT,volatility_features,0.104369
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.073492
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.052870
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.033276
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.068099
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.156308
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.128532
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.212886
2025-03-27 15:25:41,AERGO-USDT,volume_features,0.260475
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.204284
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.111542
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.168051
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.029160
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.138429
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.104142
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.119905
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.017565
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.043656
2025-03-27 15:25:41,AERGO-USDT,statistical_features,0.114407
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.006947
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.007013
2025-03-27 15:25:41,AERGO-USDT,time_features,0.012434
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.007519
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.007672
2025-03-27 15:25:41,AERGO-USDT,time_features,0.011725
2025-03-27 15:25:41,AERGO-USDT,pattern_features,0.007094
2025-03-27 15:25:41,AERGO-USDT,time_features,0.009825
2025-03-27 15:25:41,AERGO-USDT,time_features,0.004932
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000380
2025-03-27 15:25:41,AERGO-USDT,time_features,0.004799
2025-03-27 15:25:41,AERGO-USDT,time_features,0.001956
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000938
2025-03-27 15:25:41,AERGO-USDT,time_features,0.005301
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000576
2025-03-27 15:25:41,AERGO-USDT,time_features,0.003204
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000270
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,3.129840
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000297
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000283
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,3.405968
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,3.513509
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000410
2025-03-27 15:25:41,AERGO-USDT,label_features,0.000290
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,3.073581
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,3.340352
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,3.212059
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,2.922230
2025-03-27 15:25:41,AERGO-USDT,compute_features_total,2.982614
2025-03-27 15:25:42,AERGO-USDT,database_update,0.208989
2025-03-27 15:25:42,AERGO-USDT,database_update,0.210082
2025-03-27 15:25:42,AERGO-USDT,database_update,0.209802
2025-03-27 15:25:42,AERGO-USDT,database_update,0.210715
2025-03-27 15:25:42,AERGO-USDT,database_update,0.209308
2025-03-27 15:25:42,AERGO-USDT,database_update,0.209724
2025-03-27 15:25:42,AERGO-USDT,database_update,0.209936
2025-03-27 15:25:42,AERGO-USDT,TOTAL,3.797948
2025-03-27 15:25:42,global,database_update,0.210886
2025-03-27 15:25:42,global,TOTAL,3.801735
2025-03-27 15:25:42,global,TOTAL,3.800712
2025-03-27 15:25:42,global,TOTAL,3.800016
2025-03-27 15:25:42,global,TOTAL,3.799267
2025-03-27 15:25:42,global,TOTAL,3.800794
2025-03-27 15:25:42,global,TOTAL,3.801788
2025-03-27 15:25:42,global,TOTAL,3.873601
2025-03-27 15:25:42,global,TOTAL,3.876989
2025-03-27 15:25:42,global,TOTAL,3.930761
2025-03-27 15:25:42,global,TOTAL,3.979305
2025-03-27 15:25:42,global,TOTAL,4.046229
2025-03-27 15:25:42,global,TOTAL,4.097310
2025-03-27 15:25:42,global,TOTAL,4.150390
2025-03-27 15:25:42,global,TOTAL,4.205024
2025-03-27 15:25:42,AEVO-USDT,TOTAL,4.270635
2025-03-27 15:25:42,AIDOGE-USDT,db_get_columns,0.003403
2025-03-27 15:25:42,AIDOGE-USDT,db_get_columns,0.003596
2025-03-27 15:25:42,AIDOGE-USDT,db_get_columns,0.003809
2025-03-27 15:25:42,AIDOGE-USDT,fetch_data,0.005948
2025-03-27 15:25:42,AIDOGE-USDT,fetch_data,0.009795
2025-03-27 15:25:42,AIDOGE-USDT,fetch_data,0.012842
2025-03-27 15:25:42,AIXBT-USDT,price_action_features,0.000156
