Timestamp,Pair,Operation,Duration(s)
2025-04-01 21:01:07,AERGO-USDT,db_get_columns,0.003418
2025-04-01 21:01:07,AERGO-USDT,db_get_columns,0.003273
2025-04-01 21:01:07,AERGO-USDT,db_get_columns,0.003504
2025-04-01 21:01:07,AERGO-USDT,fetch_data,0.007016
2025-04-01 21:01:08,AERGO-USDT,fetch_data,0.010047
2025-04-01 21:01:08,AERGO-USDT,fetch_data,0.012689
2025-04-01 21:01:08,ACE-USDT,price_action_features,0.000140
2025-04-01 21:01:08,ACE-USDT,price_action_features,0.000176
2025-04-01 21:01:08,ACH-USDT,price_action_features,0.000157
2025-04-01 21:01:08,ACH-USDT,db_get_columns,0.017610
2025-04-01 21:01:08,ACH-USDT,momentum_features,0.060547
2025-04-01 21:01:08,ACT-USDT,db_get_columns,0.012206
2025-04-01 21:01:08,ACT-USDT,fetch_data,0.014408
2025-04-01 21:01:08,ACT-USDT,momentum_features,0.052518
2025-04-01 21:01:08,ACT-USDT,momentum_features,0.086709
2025-04-01 21:01:08,ADA-USDT,price_action_features,0.000133
2025-04-01 21:01:08,ADA-USDT,fetch_data,0.079644
2025-04-01 21:01:08,ADA-USDT,db_get_columns,0.015653
2025-04-01 21:01:08,ADA-USDT,volatility_features,0.132363
2025-04-01 21:01:08,ADA-USDT,db_get_columns,0.071116
2025-04-01 21:01:08,ADA-USDT,price_action_features,0.000175
2025-04-01 21:01:08,AERGO-USDT,momentum_features,0.139219
2025-04-01 21:01:08,AERGO-USDT,volatility_features,0.153230
2025-04-01 21:01:08,AERGO-USDT,volatility_features,0.180479
2025-04-01 21:01:08,AERGO-USDT,fetch_data,0.015021
2025-04-01 21:01:08,AERGO-USDT,volume_features,0.023033
2025-04-01 21:01:08,AERGO-USDT,db_get_columns,0.022235
2025-04-01 21:01:08,AERGO-USDT,fetch_data,0.037923
2025-04-01 21:01:08,AERGO-USDT,momentum_features,0.054574
2025-04-01 21:01:08,AERGO-USDT,price_action_features,0.000128
2025-04-01 21:01:08,AERGO-USDT,volume_features,0.121810
2025-04-01 21:01:08,AERGO-USDT,volatility_features,0.169100
2025-04-01 21:01:09,AERGO-USDT,volume_features,0.113474
2025-04-01 21:01:09,AERGO-USDT,fetch_data,0.028623
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.183020
2025-04-01 21:01:09,AERGO-USDT,price_action_features,0.000191
2025-04-01 21:01:09,AERGO-USDT,momentum_features,0.059886
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.095565
2025-04-01 21:01:09,AERGO-USDT,volatility_features,0.145044
2025-04-01 21:01:09,AERGO-USDT,volume_features,0.034621
2025-04-01 21:01:09,AERGO-USDT,price_action_features,0.000159
2025-04-01 21:01:09,AERGO-USDT,pattern_features,0.012065
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.137486
2025-04-01 21:01:09,AERGO-USDT,momentum_features,0.038012
2025-04-01 21:01:09,AERGO-USDT,pattern_features,0.007445
2025-04-01 21:01:09,AERGO-USDT,volatility_features,0.120256
2025-04-01 21:01:09,AERGO-USDT,volume_features,0.090296
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.103356
2025-04-01 21:01:09,AERGO-USDT,momentum_features,0.048353
2025-04-01 21:01:09,AERGO-USDT,time_features,0.015033
2025-04-01 21:01:09,AERGO-USDT,pattern_features,0.007194
2025-04-01 21:01:09,AERGO-USDT,time_features,0.008042
2025-04-01 21:01:09,AERGO-USDT,volume_features,0.081801
2025-04-01 21:01:09,AERGO-USDT,volatility_features,0.096935
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.097530
2025-04-01 21:01:09,AERGO-USDT,pattern_features,0.068596
2025-04-01 21:01:09,AERGO-USDT,label_features,0.005190
2025-04-01 21:01:09,AERGO-USDT,volatility_features,0.049709
2025-04-01 21:01:09,AERGO-USDT,time_features,0.004513
2025-04-01 21:01:09,AERGO-USDT,label_features,0.000313
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.075250
2025-04-01 21:01:09,AERGO-USDT,pattern_features,0.021417
2025-04-01 21:01:09,AERGO-USDT,volume_features,0.062244
2025-04-01 21:01:09,AERGO-USDT,time_features,0.007136
2025-04-01 21:01:09,AERGO-USDT,label_features,0.006502
2025-04-01 21:01:09,AERGO-USDT,volume_features,0.021913
2025-04-01 21:01:09,AERGO-USDT,pattern_features,0.009556
2025-04-01 21:01:09,AERGO-USDT,time_features,0.026213
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.085504
2025-04-01 21:01:09,AERGO-USDT,label_features,0.033493
2025-04-01 21:01:09,AERGO-USDT,statistical_features,0.083839
2025-04-01 21:01:09,AERGO-USDT,time_features,0.049953
2025-04-01 21:01:09,AERGO-USDT,label_features,0.025892
2025-04-01 21:01:10,AERGO-USDT,pattern_features,0.028595
2025-04-01 21:01:10,AERGO-USDT,pattern_features,0.015705
2025-04-01 21:01:10,AERGO-USDT,label_features,0.011245
2025-04-01 21:01:10,AERGO-USDT,compute_4h_features,0.351454
2025-04-01 21:01:10,AERGO-USDT,time_features,0.014689
2025-04-01 21:01:10,AERGO-USDT,time_features,0.044553
2025-04-01 21:01:10,AERGO-USDT,label_features,0.007940
2025-04-01 21:01:10,AERGO-USDT,compute_4h_features,0.378927
2025-04-01 21:01:10,AERGO-USDT,label_features,0.000539
2025-04-01 21:01:10,AERGO-USDT,compute_4h_features,0.357959
