[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for PI-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for PIXEL-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for PNUT-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for POL-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for POLYDOGE-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for POR-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,422 | Error processing validation result for PRCL-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for PRQ-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for PSTAKE-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for PYTH-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for PYUSD-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for QTUM-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for RACA-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for RADAR-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,423 | Error processing validation result for RAY-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RDNT-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RENDER-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RIO-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RON-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RPL-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RSR-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,424 | Error processing validation result for RSS3-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for RUNECOIN-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for RVN-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for S-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for SAFE-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for SAMO-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for SAND-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,425 | Error processing validation result for SATS-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SC-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SCR-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SD-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SHIB-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SKL-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SLERF-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,426 | Error processing validation result for SLP-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SNT-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SNX-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SOL-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SONIC-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SPURS-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SSV-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for SSWP-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,427 | Error processing validation result for STETH-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for STORJ-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for STRK-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for STX-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for SUI-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for SUSHI-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for SWEAT-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,428 | Error processing validation result for SWFTC-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,429 | Error processing validation result for T-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,429 | Error processing validation result for THETA-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,429 | Error processing validation result for TIA-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,429 | Error processing validation result for TNSR-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,429 | Error processing validation result for TON-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,429 | Error processing validation result for TRA-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for TRB-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for TRUMP-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for TRX-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for TURBO-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for ULTI-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for UMA-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,430 | Error processing validation result for UNI-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,431 | Error processing validation result for USDC-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,431 | Error processing validation result for USTC-USDT: 'rows'
[ERROR] 2025-03-27 23:25:10,431 | Error processing validation result for UXLINK-USDT: 'rows'
